id,school_id,constituent_id,degree_type,school_or_unit,major,class_year,start_year,record_source
8092,1,4320,Ph.D. Doctor of Philosophy,College of Arts and Sciences,History,2018,2014,crm_import
8093,1,6524,A.B. Bachelor of Arts,School of Health Sciences,Public Health,,2022,crm_import
8094,1,3638,J.D. Doctor of Jurisprudence,College of Arts and Sciences,History,2026,2022,crm_import
8095,1,14913,B.A. Bachelor of Arts,School of Engineering,Computer Science,2009,2005,online
8096,1,4887,J.D. Doctor of Jurisprudence,School of Engineering,Mechanical Engineering,2006,2002,advancement_entry
8097,1,16689,J.D. Doctor of Jurisprudence,School of Engineering,Mechanical Engineering,2019,2015,crm_import
8098,1,12360,M.S. Master of Science,College of Arts and Sciences,Economics,1999,1995,crm_import
8099,1,7096,M.B.A. Master of Business Administration,College of Arts and Sciences,History,1974,1970,crm_import
8100,1,13288,Ph.D. Doctor of Philosophy,College of Arts and Sciences,Economics,1980,1976,crm_import
8101,1,16349,Ph.D. Doctor of Philosophy,School of Business,Business Administration,2005,2001,crm_import
8102,1,12029,Certificate,School of Health Sciences,Public Health,2026,2022,crm_import
8103,1,7718,B.S. Bachelor of Science,School of Engineering,Computer Science,1982,1978,crm_import
8104,1,9663,Ph.D. Doctor of Philosophy,School of Business,Business Administration,1988,1984,online
8105,1,7192,B.S. Bachelor of Science,College of Arts and Sciences,,2015,2011,online
8106,1,7704,M.B.A. Master of Business Administration,School of Business,Business Administration,1994,1990,advancement_entry
8107,1,4414,B.S. Bachelor of Science,School of Engineering,Mechanical Engineering,1996,1992,crm_import
8108,1,2375,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,Biology,,1999,crm_import
8109,1,8883,M.A. Master of Arts,School of Engineering,Computer Science,2023,2019,crm_import
8110,1,15432,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,History,2008,2004,crm_import
8111,1,3923,B.S. Bachelor of Science,School of Education,Education,1972,1968,crm_import
8112,1,11223,M.A. Master of Arts,School of Health Sciences,Public Health,2009,2005,crm_import
8113,1,7330,,College of Arts and Sciences,Biology,1995,1991,online
8114,1,13991,Certificate,School of Health Sciences,Public Health,2011,2007,online
8115,1,9551,J.D. Doctor of Jurisprudence,School of Education,Education,1959,1955,crm_import
8116,1,8458,B.A. Bachelor of Arts,College of Arts and Sciences,History,,2000,crm_import
8117,1,16528,B.S. Bachelor of Science,College of Arts and Sciences,Biology,2018,2014,crm_import
8118,1,9681,Certificate,College of Arts and Sciences,Economics,2018,2014,crm_import
8119,1,154,M.S. Master of Science,College of Arts and Sciences,Political Science,1965,1961,crm_import
8120,1,19624,M.S. Master of Science,College of Arts and Sciences,Political Science,2026,2022,crm_import
8121,1,17849,M.B.A. Master of Business Administration,School of Engineering,Computer Science,2001,1997,crm_import
8122,1,627,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,Biology,2007,2003,online
8123,1,13453,J.D. Doctor of Jurisprudence,College of Arts and Sciences,History,2011,2007,online
8124,1,8127,B.S. Bachelor of Science,College of Arts and Sciences,Biology,2017,2013,advancement_entry
8125,1,11527,J.D. Doctor of Jurisprudence,School of Health Sciences,Public Health,1995,1991,crm_import
8126,1,2825,M.B.A. Master of Business Administration,School of Business,Business Administration,1969,1965,crm_import
8127,1,17870,B.A. Bachelor of Arts,College of Arts and Sciences,English,2008,2004,crm_import
8128,1,10301,A.B. Bachelor of Arts,College of Arts and Sciences,English,1987,1983,crm_import
8129,1,19532,A.B. Bachelor of Arts,College of Arts and Sciences,,2006,2002,crm_import
8130,1,4858,Certificate,College of Arts and Sciences,,2007,2003,crm_import
8131,1,13463,M.S. Master of Science,School of Business,,2015,2011,online
8132,1,6058,B.S. Bachelor of Science,College of Arts and Sciences,Political Science,1988,1984,advancement_entry
8133,1,6058,M.A. Master of Arts,College of Arts and Sciences,Biology,1994,1992,advancement_entry
8134,1,18065,B.B.A. Bachelor of Business Administration,School of Health Sciences,Public Health,2003,1999,crm_import
8135,1,18065,Certificate,School of Engineering,Computer Science,2007,2005,crm_import
8136,1,14985,A.B. Bachelor of Arts,School of Engineering,Computer Science,1959,1955,crm_import
8137,1,5843,M.A. Master of Arts,College of Arts and Sciences,Economics,2016,2012,crm_import
8138,1,14073,M.B.A. Master of Business Administration,College of Arts and Sciences,Economics,,1995,crm_import
8139,1,10922,Ph.D. Doctor of Philosophy,School of Engineering,Mechanical Engineering,2002,1998,crm_import
8140,1,7790,,School of Engineering,Mechanical Engineering,,1997,crm_import
8141,1,7790,A.B. Bachelor of Arts,School of Business,Business Administration,2005,2003,crm_import
8142,1,5833,B.B.A. Bachelor of Business Administration,School of Education,Education,,2006,online
8143,1,5339,B.A. Bachelor of Arts,School of Health Sciences,,2006,2002,online
8144,1,244,M.B.A. Master of Business Administration,College of Arts and Sciences,Political Science,2014,2010,advancement_entry
8145,1,334,M.S. Master of Science,School of Engineering,,2019,2015,crm_import
8146,1,11215,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,History,2000,1996,crm_import
8147,1,11215,J.D. Doctor of Jurisprudence,College of Arts and Sciences,English,2004,2002,crm_import
8148,1,15188,B.S. Bachelor of Science,College of Arts and Sciences,History,2002,1998,crm_import
8149,1,2550,M.B.A. Master of Business Administration,College of Arts and Sciences,Political Science,2008,2004,crm_import
8150,1,13402,M.S. Master of Science,School of Engineering,,2007,2003,crm_import
8151,1,16910,Certificate,College of Arts and Sciences,History,,2010,crm_import
8152,1,12985,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,Economics,1983,1979,crm_import
8153,1,12367,A.B. Bachelor of Arts,School of Engineering,Mechanical Engineering,1990,1986,online
8154,1,19511,B.S. Bachelor of Science,College of Arts and Sciences,,2001,1997,online
8155,1,19088,,School of Education,Education,2019,2015,crm_import
8156,1,14064,A.B. Bachelor of Arts,College of Arts and Sciences,Political Science,2006,2002,crm_import
8157,1,14064,Certificate,School of Education,Education,2013,2011,crm_import
8158,1,7173,B.S. Bachelor of Science,School of Health Sciences,Public Health,,1972,crm_import
8159,1,7331,A.B. Bachelor of Arts,College of Arts and Sciences,Economics,,2007,crm_import
8160,1,4183,B.S. Bachelor of Science,College of Arts and Sciences,Political Science,2008,2004,crm_import
8161,1,2077,M.S. Master of Science,College of Arts and Sciences,Political Science,2016,2012,crm_import
8162,1,13652,M.A. Master of Arts,School of Education,Education,1996,1992,crm_import
8163,1,10353,Certificate,College of Arts and Sciences,Biology,2016,2012,online
8164,1,15066,M.S. Master of Science,School of Business,Business Administration,2011,2007,online
8165,1,2242,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,Political Science,1961,1957,advancement_entry
8166,1,940,B.B.A. Bachelor of Business Administration,School of Business,Business Administration,2006,2002,crm_import
8167,1,16381,M.B.A. Master of Business Administration,School of Business,Business Administration,1997,1993,crm_import
8168,1,557,M.S. Master of Science,College of Arts and Sciences,Economics,2012,2008,crm_import
8169,1,670,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,English,1957,1953,crm_import
8170,1,13146,Ph.D. Doctor of Philosophy,College of Arts and Sciences,Economics,1994,1990,crm_import
8171,1,6120,B.S. Bachelor of Science,College of Arts and Sciences,History,2012,2008,crm_import
8172,1,7038,M.A. Master of Arts,School of Engineering,Mechanical Engineering,1988,1984,crm_import
8173,1,13853,B.S. Bachelor of Science,School of Engineering,Mechanical Engineering,1981,1977,online
8174,1,14600,A.B. Bachelor of Arts,College of Arts and Sciences,History,2019,2015,advancement_entry
8175,1,8108,M.A. Master of Arts,School of Engineering,Mechanical Engineering,2009,2005,crm_import
8176,1,15185,B.S. Bachelor of Science,College of Arts and Sciences,English,2000,1996,crm_import
8177,1,18335,,School of Health Sciences,Public Health,2011,2007,crm_import
8178,1,1469,B.S. Bachelor of Science,College of Arts and Sciences,English,1973,1969,crm_import
8179,1,14138,Certificate,College of Arts and Sciences,Political Science,2018,2014,crm_import
8180,1,2000,B.S. Bachelor of Science,School of Engineering,Computer Science,1972,1968,crm_import
8181,1,10341,M.S. Master of Science,School of Engineering,,2018,2014,online
8182,1,19943,B.A. Bachelor of Arts,College of Arts and Sciences,History,1994,1990,online
8183,1,1862,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,English,2014,2010,crm_import
8184,1,7284,M.A. Master of Arts,School of Education,Education,2014,2010,crm_import
8185,1,19176,Certificate,College of Arts and Sciences,Political Science,1992,1988,crm_import
8186,1,19447,B.S. Bachelor of Science,College of Arts and Sciences,Economics,1976,1972,crm_import
8187,1,5335,B.S. Bachelor of Science,College of Arts and Sciences,Economics,2003,1999,crm_import
8188,1,9528,J.D. Doctor of Jurisprudence,School of Engineering,Computer Science,1975,1971,crm_import
8189,1,1430,,School of Education,Education,2005,2001,online
8190,1,2853,Certificate,College of Arts and Sciences,English,2003,1999,online
8191,1,2853,J.D. Doctor of Jurisprudence,College of Arts and Sciences,Biology,2009,2007,online
8192,1,1186,J.D. Doctor of Jurisprudence,School of Health Sciences,Public Health,2007,2003,advancement_entry
8193,1,13111,,School of Engineering,Mechanical Engineering,2026,2022,crm_import
8194,1,16529,Ph.D. Doctor of Philosophy,School of Business,Business Administration,1994,1990,crm_import
8195,1,19893,B.A. Bachelor of Arts,School of Business,Business Administration,,1995,crm_import
8196,1,607,J.D. Doctor of Jurisprudence,College of Arts and Sciences,Political Science,1987,1983,crm_import
8197,1,5828,M.B.A. Master of Business Administration,School of Health Sciences,Public Health,1992,1988,crm_import
8198,1,2958,Certificate,College of Arts and Sciences,English,2008,2004,crm_import
8199,1,13228,M.B.A. Master of Business Administration,College of Arts and Sciences,History,2019,2015,crm_import
8200,1,9058,M.S. Master of Science,School of Health Sciences,Public Health,2001,1997,online
8201,1,9058,Certificate,School of Business,Business Administration,2006,2004,online
8202,1,18798,M.A. Master of Arts,School of Engineering,Mechanical Engineering,1992,1988,online
8203,1,9128,A.B. Bachelor of Arts,College of Arts and Sciences,Political Science,1985,1981,advancement_entry
8204,1,5475,J.D. Doctor of Jurisprudence,School of Health Sciences,Public Health,2017,2013,crm_import
8205,1,5475,J.D. Doctor of Jurisprudence,College of Arts and Sciences,History,2023,2021,crm_import
8206,1,9514,A.B. Bachelor of Arts,College of Arts and Sciences,Economics,1982,1978,crm_import
8207,1,7692,,College of Arts and Sciences,Biology,2006,2002,crm_import
8208,1,13669,M.B.A. Master of Business Administration,College of Arts and Sciences,English,1960,1956,crm_import
8209,1,3656,B.B.A. Bachelor of Business Administration,School of Engineering,Computer Science,2021,2017,crm_import
8210,1,9339,A.B. Bachelor of Arts,School of Engineering,Computer Science,1997,1993,crm_import
8211,1,944,M.A. Master of Arts,College of Arts and Sciences,Political Science,,1988,crm_import
8212,1,6383,B.S. Bachelor of Science,College of Arts and Sciences,Political Science,2005,2001,online
8213,1,17785,B.A. Bachelor of Arts,School of Health Sciences,Public Health,2001,1997,advancement_entry
8214,1,17389,Ph.D. Doctor of Philosophy,School of Health Sciences,,2006,2002,crm_import
8215,1,4972,,College of Arts and Sciences,Economics,2023,2019,crm_import
8216,1,19039,B.B.A. Bachelor of Business Administration,School of Engineering,Mechanical Engineering,2019,2015,crm_import
8217,1,19039,M.A. Master of Arts,School of Engineering,Mechanical Engineering,2026,2024,crm_import
8218,1,12913,Ph.D. Doctor of Philosophy,College of Arts and Sciences,Economics,2019,2015,crm_import
8219,1,18731,A.B. Bachelor of Arts,College of Arts and Sciences,Political Science,,1999,crm_import
8220,1,11533,,College of Arts and Sciences,Political Science,1967,1963,crm_import
8221,1,3733,Ph.D. Doctor of Philosophy,College of Arts and Sciences,Political Science,1976,1972,online
8222,1,8036,Certificate,College of Arts and Sciences,,2004,2000,online
8223,1,15095,A.B. Bachelor of Arts,College of Arts and Sciences,Political Science,1995,1991,advancement_entry
8224,1,13450,J.D. Doctor of Jurisprudence,College of Arts and Sciences,English,2019,2015,crm_import
8225,1,10824,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,History,1975,1971,crm_import
8226,1,10824,M.S. Master of Science,School of Business,Business Administration,1981,1979,crm_import
8227,1,15941,M.B.A. Master of Business Administration,College of Arts and Sciences,English,1965,1961,crm_import
8228,1,6288,Certificate,School of Business,Business Administration,2009,2005,crm_import
8229,1,9461,B.A. Bachelor of Arts,School of Education,Education,2001,1997,crm_import
8230,1,17262,A.B. Bachelor of Arts,College of Arts and Sciences,Political Science,1986,1982,crm_import
8231,1,16018,J.D. Doctor of Jurisprudence,College of Arts and Sciences,Economics,1988,1984,online
8232,1,18374,B.S. Bachelor of Science,School of Education,Education,2026,2022,online
8233,1,2617,M.A. Master of Arts,College of Arts and Sciences,Political Science,1959,1955,advancement_entry
8234,1,2617,A.B. Bachelor of Arts,School of Health Sciences,Public Health,1966,1964,advancement_entry
8235,1,16719,B.A. Bachelor of Arts,College of Arts and Sciences,History,1969,1965,crm_import
8236,1,17780,Ph.D. Doctor of Philosophy,School of Business,Business Administration,1994,1990,crm_import
8237,1,596,J.D. Doctor of Jurisprudence,College of Arts and Sciences,Economics,1991,1987,crm_import
8238,1,9607,B.B.A. Bachelor of Business Administration,School of Business,Business Administration,2016,2012,crm_import
8239,1,11375,B.A. Bachelor of Arts,School of Education,Education,1956,1952,crm_import
8240,1,11375,M.S. Master of Science,College of Arts and Sciences,English,1958,1956,crm_import
8241,1,12487,Certificate,School of Health Sciences,Public Health,2002,1998,crm_import
8242,1,16674,Certificate,School of Engineering,,1956,1952,online
8243,1,16421,B.A. Bachelor of Arts,School of Health Sciences,Public Health,1992,1988,online
